ApprovedGeneSymbol	Symbol.V5	OldSymbol	coding_gene	protein_HOPE	protein_GBM
PDP2	PDP2	PDP2	TRUE	NP_001316857.1	NP_001316857.1
PDPK1	PDPK1	PDPK1	TRUE	NP_002604.1	NP_002604.1
PDPN	PDPN	PDPN	TRUE	NP_001006625.1	NP_006465.3
PDPR	PDPR	PDPR	TRUE	NP_001309046.1	NP_001309046.1
PDRG1	PDRG1	PDRG1	TRUE	NP_110442.1	NP_110442.1
PDS5A	PDS5A	PDS5A	TRUE	NP_001093869.1	NP_001093869.1
PDS5B	PDS5B	PDS5B	TRUE	NP_055847.1	NP_055847.1
PDSS1	PDSS1	PDSS1	TRUE	NP_055132.2	NP_055132.2
PDSS2	PDSS2	PDSS2	TRUE	NP_065114.3	NP_065114.3
PDXDC1	PDXDC1	PDXDC1	TRUE	NP_001310948.1	NP_055842.2
PDXK	PDXK	PDXK	TRUE	NP_003672.1	NP_003672.1
PDXP	PDXP	PDXP	TRUE	NP_064711.1	NP_064711.1
PDYN	PDYN	PDYN	TRUE	NP_001177821.1	NP_001177821.1
PDZD11	PDZD11	PDZD11	TRUE	NP_057568.1	NP_057568.1
PDZD2	PDZD2	PDZD2	TRUE	NP_835260.2	NP_835260.2
PDZD4	PDZD4	PDZD4	TRUE	NA	NP_001290441.1
PDZD8	PDZD8	PDZD8	TRUE	NP_776152.1	NP_776152.1
PDZRN3	PDZRN3	PDZRN3	TRUE	NP_055824.1	NP_055824.1
PEA15	PEA15	PEA15	TRUE	NP_001284506.1	NP_001284505.1
PEAK1	PEAK1	PEAK1	TRUE	NP_079052.2	NP_079052.2
PEAR1	PEAR1	PEAR1	TRUE	NP_001073940.1	NP_001073940.1
PEBP1	PEBP1	PEBP1	TRUE	NP_002558.1	NP_002558.1
PECAM1	PECAM1	PECAM1	TRUE	NP_000433.4	NP_000433.4
PECR	PECR	PECR	TRUE	NP_060911.2	NP_060911.2
PEF1	PEF1	PEF1	TRUE	NP_001346580.1	NP_001346580.1
PEG10	PEG10	PEG10	TRUE	NP_001165908.1;NP_001165909.1	NP_001165909.1;NP_001165908.1;NP_001171890.1
PEG3	PEG3	PEG3	TRUE	NP_001139656.1	NP_001139656.1
PELI1	PELI1	PELI1	TRUE	NP_065702.2	NP_065702.2
PELI2	PELI2	PELI2	TRUE	NP_067078.1	NP_067078.1
PELO	PELO	PELO	TRUE	NP_057030.3	NP_057030.3
PELP1	PELP1	PELP1	TRUE	NP_055204.3	NP_055204.3
PEMT	PEMT	PEMT	TRUE	NP_001254480.1	NP_001254480.1
PENK	PENK	PENK	TRUE	NP_001129162.1	NP_001129162.1
PEPD	PEPD	PEPD	TRUE	NP_000276.2	NP_000276.2
PER1	PER1	PER1	TRUE	NP_002607.2	NP_002607.2
PES1	PES1	PES1	TRUE	NP_001230154.1	NP_055118.1
PET100	PET100	PET100	TRUE	NP_001164626.1	NP_001164626.1
PEX1	PEX1	PEX1	TRUE	NP_000457.1	NP_000457.1
PEX10	PEX10	PEX10	TRUE	NP_722540.1	NP_002608.1
PEX11B	PEX11B	PEX11B	TRUE	NP_001171724.1	NP_003837.1
PEX12	PEX12	PEX12	TRUE	NP_000277.1	NP_000277.1
PEX13	PEX13	PEX13	TRUE	NP_002609.1	NP_002609.1
PEX14	PEX14	PEX14	TRUE	NP_004556.1	NP_004556.1
PEX16	PEX16	PEX16	TRUE	NP_004804.1	NP_004804.1
PEX19	PEX19	PEX19	TRUE	NP_001180573.1	NP_001180573.1
PEX2	PEX2	PEX2	TRUE	NP_000309.1	NP_000309.1
PEX26	PEX26	PEX26	TRUE	NP_001121121.1	NP_001121121.1
PEX3	PEX3	PEX3	TRUE	NP_003621.1	NP_003621.1
PEX5	PEX5	PEX5	TRUE	NA	NP_001124496.1;NP_001124497.1
PEX5L	PEX5L	PEX5L	TRUE	NP_001336315.1	NP_001243680.1;NP_001336318.1
PEX6	PEX6	PEX6	TRUE	NP_000278.3	NP_000278.3
PEX7	PEX7	PEX7	TRUE	NP_000279.1	NP_000279.1
PF4	PF4	PF4	TRUE	NP_001350281.1	NP_001350281.1
PFAS	PFAS	PFAS	TRUE	NP_036525.1	NP_036525.1
PFDN1	PFDN1	PFDN1	TRUE	NP_002613.2	NP_002613.2
PFDN2	PFDN2	PFDN2	TRUE	NP_036526.2	NP_036526.2
PFDN4	PFDN4	PFDN4	TRUE	NP_002614.2	NP_002614.2
PFDN5	PFDN5	PFDN5	TRUE	NP_002615.2	NP_002615.2
PFDN6	PFDN6	PFDN6	TRUE	NP_001172110.1	NP_001172110.1
PFKFB2	PFKFB2	PFKFB2	TRUE	NP_006203.2;NP_001018063.1	NP_006203.2;NP_001018063.1
PFKFB3	PFKFB3	PFKFB3	TRUE	NP_001300992.1	NP_001300992.1
PFKFB4	PFKFB4	PFKFB4	TRUE	NP_001304063.1	NP_001304063.1
PFKL	PFKL	PFKL	TRUE	NP_002617.3	NP_002617.3
PFKM	PFKM	PFKM	TRUE	NP_001341664.1	NP_001160158.1
PFKP	PFKP	PFKP	TRUE	NP_002618.1	NP_002618.1
PFN1	PFN1	PFN1	TRUE	NP_005013.1	NP_005013.1
PFN2	PFN2	PFN2	TRUE	NP_002619.1;NP_444252.1	NP_444252.1;NP_002619.1
PGAM1	PGAM1	PGAM1	TRUE	NP_002620.1	NP_002620.1
PGAM2	PGAM2	PGAM2	TRUE	NP_000281.2	NP_000281.2
PGAM5	PGAM5	PGAM5	TRUE	NP_001164015.1;NP_001164014.1	NP_001164014.1;NP_001164015.1
PGAP1	PGAP1	PGAP1	TRUE	NP_079265.2	NP_079265.2
PGBD5	PGBD5	PGBD5	TRUE	NP_001245240.1	NP_001245240.1
PGD	PGD	PGD	TRUE	NP_001291381.1	NP_002622.2
PGGHG	PGGHG	PGGHG	TRUE	NP_079368.3	NP_079368.3
PGGT1B	PGGT1B	PGGT1B	TRUE	NP_005014.2	NP_005014.2
PGK1	PGK1	PGK1	TRUE	NP_000282.1	NP_000282.1
PGK2	PGK2	PGK2	TRUE	NP_620061.2	NP_620061.2
PGLS	PGLS	PGLS	TRUE	NP_036220.1	NP_036220.1
PGLYRP1	PGLYRP1	PGLYRP1	TRUE	NP_005082.1	NP_005082.1
PGLYRP2	PGLYRP2	PGLYRP2	TRUE	NP_443122.3	NP_443122.3
PGM1	PGM1	PGM1	TRUE	NP_002624.2	NP_002624.2;NP_001166289.1
PGM2	PGM2	PGM2	TRUE	NP_060760.2	NP_060760.2
PGM2L1	PGM2L1	PGM2L1	TRUE	NP_775853.2	NP_775853.2
PGM3	PGM3	PGM3	TRUE	NP_056414.1	NP_056414.1
PGM5	PGM5	PGM5	TRUE	NP_068800.2	NP_068800.2
PGP	PGP	PGP	TRUE	NP_001035830.1	NP_001035830.1
PGPEP1	PGPEP1	PGPEP1	TRUE	NP_060182.1	NP_060182.1
PGRMC1	PGRMC1	PGRMC1	TRUE	NP_006658.1	NP_006658.1
PGRMC2	PGRMC2	PGRMC2	TRUE	NP_006311.2	NP_006311.2
PGS1	PGS1	PGS1	TRUE	NP_077733.3	NP_077733.3
PHACTR1	PHACTR1	PHACTR1	TRUE	NP_001229577.1	NP_001229577.1;NP_001309239.1
PHACTR2	PHACTR2	PHACTR2	TRUE	NP_001093634.1	NP_001093634.1
PHACTR3	PHACTR3	PHACTR3	TRUE	NP_001186434.1	NP_001186434.1
PHACTR4	PHACTR4	PHACTR4	TRUE	NP_001041648.1	NP_001337087.1
PHAX	PHAX	PHAX	TRUE	NP_115553.2	NP_115553.2
PHB1	PHB1	PHB	TRUE	NP_001268425.1	NP_001268425.1
PHB2	PHB2	PHB2	TRUE	NP_001138303.1	NP_001138303.1
PHC1	PHC1	PHC1	TRUE	NP_004417.2	NP_004417.2
PHC2	PHC2	PHC2	TRUE	NP_001317417.1	NP_001317417.1
PHC3	PHC3	PHC3	TRUE	NP_001295045.1	NP_001295045.1
PHETA1	PHETA1	PHETA1	TRUE	NP_001171467.1	NP_001171467.1
PHF1	PHF1	PHF1	TRUE	NP_002627.1	NP_002627.1;NP_077084.1
PHF10	PHF10	PHF10	TRUE	NP_060758.2	NP_060758.2
PHF12	PHF12	PHF12	TRUE	NP_001028733.1	NP_001028733.1
PHF14	PHF14	PHF14	TRUE	NP_055475.2	NP_055475.2
PHF2	PHF2	PHF2	TRUE	NP_005383.3	NP_005383.3
PHF20L1	PHF20L1	PHF20L1	TRUE	NP_001264125.1	NP_001264125.1;NP_940915.1
PHF21A	PHF21A	PHF21A	TRUE	NP_001338954.1	NP_001338954.1
PHF23	PHF23	PHF23	TRUE	NP_001271447.1	NP_077273.2
PHF24	PHF24	PHF24	TRUE	NP_001291262.1	NP_001291262.1;NP_001334911.1
PHF3	PHF3	PHF3	TRUE	NP_001277188.1	NP_001277188.1
PHF5A	PHF5A	PHF5A	TRUE	NP_116147.1	NP_116147.1
PHF6	PHF6	PHF6	TRUE	NP_001015877.1	NP_001015877.1;NP_115711.2
PHF8	PHF8	PHF8	TRUE	NP_001171825.1	NP_001171825.1;NP_001171826.1
PHGDH	PHGDH	PHGDH	TRUE	NP_006614.2	NP_006614.2
PHIP	PHIP	PHIP	TRUE	NP_060404.4	NP_060404.4
PHKA1	PHKA1	PHKA1	TRUE	NP_001116142.1	NP_002628.2
PHKA2	PHKA2	PHKA2	TRUE	NP_000283.1	NP_000283.1
PHKB	PHKB	PHKB	TRUE	NP_001350766.1	NP_001350766.1
PHKG1	PHKG1	PHKG1	TRUE	NP_001245388.1	NP_001245388.1
PHKG2	PHKG2	PHKG2	TRUE	NP_000285.1	NP_000285.1
PHLDA1	PHLDA1	PHLDA1	TRUE	NP_031376.3	NP_031376.3
PHLDA3	PHLDA3	PHLDA3	TRUE	NP_036528.1	NP_036528.1
PHLDB1	PHLDB1	PHLDB1	TRUE	NP_001138231.1	NP_001138230.1
PHLDB2	PHLDB2	PHLDB2	TRUE	NP_001127909.1	NP_001127910.1
PHLPP1	PHLPP1	PHLPP1	TRUE	NP_919431.2	NP_919431.2
PHLPP2	PHLPP2	PHLPP2	TRUE	NP_001275932.1	NP_055835.2
PHPT1	PHPT1	PHPT1	TRUE	NP_054891.2	NP_054891.2
PHRF1	PHRF1	PHRF1	TRUE	NP_001273510.1	NP_001273510.1
PHYH	PHYH	PHYH	TRUE	NP_006205.1	NP_006205.1
PHYHD1	PHYHD1	PHYHD1	TRUE	NP_001094346.1	NP_001094346.1
PHYHIP	PHYHIP	PHYHIP	TRUE	NP_001092805.1	NP_001092805.1
PHYHIPL	PHYHIPL	PHYHIPL	TRUE	NP_115815.2	NP_115815.2
PHYKPL	PHYKPL	PHYKPL	TRUE	NP_699204.1	NP_699204.1
PI16	PI16	PI16	TRUE	NP_001186088.1	NP_001186088.1
PI4K2A	PI4K2A	PI4K2A	TRUE	NP_060895.1	NP_060895.1
PI4K2B	PI4K2B	PI4K2B	TRUE	NP_060793.2	NP_060793.2
PI4KA	PI4KA	PI4KA	TRUE	NP_001349792.1	NP_477352.3
PI4KB	PI4KB	PI4KB	TRUE	NP_001185702.1	NP_001317650.1;NP_001185702.1
PIANP	PIANP	PIANP	TRUE	NP_001230943.1	NP_001230943.1
PIAS1	PIAS1	PIAS1	TRUE	NP_001307616.1	NP_057250.1
PIAS2	PIAS2	PIAS2	TRUE	NP_001310975.1	NP_001310975.1
PIAS4	PIAS4	PIAS4	TRUE	NA	NP_056981.2
PIBF1	PIBF1	PIBF1	TRUE	NP_001336584.1	NP_001336584.1
PICALM	PICALM	PICALM	TRUE	NP_001008660.1	NP_001193875.1
PICK1	PICK1	PICK1	TRUE	NP_001034672.1	NP_001034672.1
PID1	PID1	PID1	TRUE	NP_001094288.1	NP_001094288.1
PIEZO1	PIEZO1	PIEZO1	TRUE	NP_001136336.2	NP_001136336.2
PIGA	PIGA	PIGA	TRUE	NA	NP_002632.1
PIGBOS1	PIGBOS1	PIGBOS1	TRUE	NP_001295350.1	NP_001295350.1
PIGG	PIGG	PIGG	TRUE	NP_001120650.1	NP_001120650.1
PIGH	PIGH	PIGH	TRUE	NP_001350623.1	NP_001350623.1
PIGK	PIGK	PIGK	TRUE	NP_005473.1	NP_005473.1
PIGM	PIGM	PIGM	TRUE	NP_660150.1	NP_660150.1
PIGN	PIGN	PIGN	TRUE	NP_036459.1	NP_036459.1
PIGO	PIGO	PIGO	TRUE	NP_116023.2	NP_116023.2
PIGQ	PIGQ	PIGQ	TRUE	NP_004195.2	NP_004195.2
PIGR	PIGR	PIGR	TRUE	NP_002635.2	NP_002635.2
PIGS	PIGS	PIGS	TRUE	NP_149975.1	NP_149975.1
PIGT	PIGT	PIGT	TRUE	NP_001171657.1	NP_057021.2
PIGU	PIGU	PIGU	TRUE	NP_536724.1	NP_536724.1
PIGW	PIGW	PIGW	TRUE	NA	NP_001333683.1
PIGX	PIGX	PIGX	TRUE	NP_001159776.1	NP_001159776.1
PIH1D1	PIH1D1	PIH1D1	TRUE	NP_060386.1	NP_060386.1
PIK3AP1	PIK3AP1	PIK3AP1	TRUE	NP_689522.2	NP_689522.2
PIK3C2A	PIK3C2A	PIK3C2A	TRUE	NP_001308307.1	NP_001308307.1
PIK3C2B	PIK3C2B	PIK3C2B	TRUE	NP_002637.3	NP_002637.3
PIK3C3	PIK3C3	PIK3C3	TRUE	NP_002638.2	NP_002638.2
PIK3CA	PIK3CA	PIK3CA	TRUE	NP_006209.2	NP_006209.2
PIK3CB	PIK3CB	PIK3CB	TRUE	NP_006210.1	NP_006210.1
PIK3CD	PIK3CD	PIK3CD	TRUE	NP_001337163.1	NP_001337163.1
PIK3CG	PIK3CG	PIK3CG	TRUE	NP_001269355.1	NP_001269355.1
PIK3IP1	PIK3IP1	PIK3IP1	TRUE	NP_443112.2	NP_001129383.1
PIK3R1	PIK3R1	PIK3R1	TRUE	NP_852664.1	NP_852664.1
PIK3R2	PIK3R2	PIK3R2	TRUE	NP_005018.1	NP_005018.1
PIK3R4	PIK3R4	PIK3R4	TRUE	NP_055417.1	NP_055417.1
PIKFYVE	PIKFYVE	PIKFYVE	TRUE	NP_055855.2	NP_055855.2
PILRA	PILRA	PILRA	TRUE	NA	NP_038467.2
PIMREG	PIMREG	PIMREG	TRUE	NP_001182157.1	NP_001182157.1
PIN1	PIN1	PIN1	TRUE	NP_006212.1	NP_006212.1
PIN4	PIN4	PIN4	TRUE	NP_006214.2	NP_006214.2
PINX1	PINX1	PINX1	TRUE	NP_060354.4	NP_001271285.1;NP_060354.4
PIP4K2A	PIP4K2A	PIP4K2A	TRUE	NP_005019.2	NP_005019.2
PIP4K2B	PIP4K2B	PIP4K2B	TRUE	NP_003550.1	NP_003550.1
PIP4K2C	PIP4K2C	PIP4K2C	TRUE	NP_001139730.1	NP_001139730.1
PIP4P1	PIP4P1	PIP4P1	TRUE	NP_001094284.1	NP_001094284.1
PIP4P2	PIP4P2	PIP4P2	TRUE	NP_061180.1	NP_061180.1
PIP5K1A	PIP5K1A	PIP5K1A	TRUE	NP_003548.1	NP_001317618.1;NP_003548.1
PIP5K1C	PIP5K1C	PIP5K1C	TRUE	NP_036530.1	NP_036530.1
PIP5KL1	PIP5KL1	PIP5KL1	TRUE	NP_001128691.1	NP_001128691.1
PIPOX	PIPOX	PIPOX	TRUE	NP_057602.2	NP_057602.2
PIR	PIR	PIR	TRUE	NP_001018119.1	NP_001018119.1
PISD	PISD	PISD	TRUE	NP_001313344.1;NP_001313342.1	NP_001313344.1
PITHD1	PITHD1	PITHD1	TRUE	NP_065095.2	NP_065095.2
PITPNA	PITPNA	PITPNA	TRUE	NP_006215.1	NP_006215.1
PITPNB	PITPNB	PITPNB	TRUE	NP_001271207.1	NP_001271207.1
PITPNC1	PITPNC1	PITPNC1	TRUE	NP_858057.1;NP_036549.2	NP_858057.1;NP_036549.2
PITPNM1	PITPNM1	PITPNM1	TRUE	NP_001124320.1	NP_004901.2;NP_001124320.1
PITPNM2	PITPNM2	PITPNM2	TRUE	NP_001287730.1	NP_065896.1
PITPNM3	PITPNM3	PITPNM3	TRUE	NP_001159438.1	NP_112497.2
PITRM1	PITRM1	PITRM1	TRUE	NP_001229236.1	NP_001334658.1
PIWIL3	PIWIL3	PIWIL3	TRUE	NA	NP_001008496.2
PJA1	PJA1	PJA1	TRUE	NP_660095.1	NP_001027568.1
PJA2	PJA2	PJA2	TRUE	NP_055634.3	NP_055634.3
PKD2	PKD2	PKD2	TRUE	NP_000288.1	NP_000288.1
PKIA	PKIA	PKIA	TRUE	NP_006814.1	NP_006814.1
PKIB	PKIB	PKIB	TRUE	NP_001257323.1	NP_001257322.1
PKIG	PKIG	PKIG	TRUE	NP_001268373.1	NP_001268373.1
PKLR	PKLR	PKLR	TRUE	NP_000289.1	NP_000289.1
PKM	PKM	PKM	TRUE	NP_002645.3;NP_001193725.1;NP_001303247.1	NP_002645.3;NP_001193725.1;NP_001303247.1
PKMYT1	PKMYT1	PKMYT1	TRUE	NP_001245379.1	NP_001245379.1
PKN1	PKN1	PKN1	TRUE	NP_002732.3	NP_002732.3
PKN2	PKN2	PKN2	TRUE	NP_006247.1	NP_006247.1
PKNOX1	PKNOX1	PKNOX1	TRUE	NP_001307623.1	NP_001307623.1
PKNOX2	PKNOX2	PKNOX2	TRUE	NP_071345.2	NP_071345.2
PKP2	PKP2	PKP2	TRUE	NP_001005242.2	NP_001005242.2
PKP4	PKP4	PKP4	TRUE	NP_001291898.1	NP_003619.2
PLA2G12A	PLA2G12A	PLA2G12A	TRUE	NP_110448.2	NP_110448.2
PLA2G15	PLA2G15	PLA2G15	TRUE	NP_036452.1	NP_036452.1
PLAAT3	PLAAT3	PLA2G16	TRUE	NP_001121675.1	NP_001121675.1
PLA2G2A	PLA2G2A	PLA2G2A	TRUE	NP_000291.1	NP_000291.1
PLA2G4A	PLA2G4A	PLA2G4A	TRUE	NP_077734.1	NP_077734.1
PLA2G4C	PLA2G4C	PLA2G4C	TRUE	NP_003697.2	NP_003697.2
PLA2G6	PLA2G6	PLA2G6	TRUE	NP_001004426.1	NP_001336793.1
PLA2G7	PLA2G7	PLA2G7	TRUE	NP_001161829.1	NP_001161829.1
PLAA	PLAA	PLAA	TRUE	NP_001026859.1	NP_001026859.1
PLAC9	PLAC9	PLAC9	TRUE	NP_001012991.1	NP_001012991.1
PLAT	PLAT	PLAT	TRUE	NP_000921.1	NP_000921.1
PLAU	PLAU	PLAU	TRUE	NP_001138503.1	NP_001138503.1
PLAUR	PLAUR	PLAUR	TRUE	NP_002650.1	NP_002650.1;NP_001005376.1
PLBD1	PLBD1	PLBD1	TRUE	NP_079105.4	NP_079105.4
PLBD2	PLBD2	PLBD2	TRUE	NP_775813.2	NP_775813.2
PLCB1	PLCB1	PLCB1	TRUE	NP_056007.1	NP_056007.1;NP_877398.1
PLCB2	PLCB2	PLCB2	TRUE	NP_001271226.1	NP_001271227.1
PLCB3	PLCB3	PLCB3	TRUE	NP_000923.1	NP_000923.1
PLCB4	PLCB4	PLCB4	TRUE	NP_000924.3	NP_000924.3
PLCD1	PLCD1	PLCD1	TRUE	NP_006216.2;NP_001124436.1	NP_006216.2;NP_001124436.1
PLCD3	PLCD3	PLCD3	TRUE	NP_588614.1	NP_588614.1
PLCD4	PLCD4	PLCD4	TRUE	NP_116115.1	NP_116115.1
PLCE1	PLCE1	PLCE1	TRUE	NP_001275918.1	NP_001275918.1
PLCG1	PLCG1	PLCG1	TRUE	NP_002651.2;NP_877963.1	NP_002651.2
PLCG2	PLCG2	PLCG2	TRUE	NP_002652.2	NP_002652.2
PLCH1	PLCH1	PLCH1	TRUE	NA	NP_001124432.1
PLCH2	PLCH2	PLCH2	TRUE	NP_001289941.1	NP_055453.2;NP_001289941.1
PLCL1	PLCL1	PLCL1	TRUE	NP_006217.3	NP_006217.3
PLCL2	PLCL2	PLCL2	TRUE	NP_001137854.1	NP_001137854.1
PLCXD3	PLCXD3	PLCXD3	TRUE	NP_001005473.1	NP_001005473.1
PLD1	PLD1	PLD1	TRUE	NP_001123553.1	NP_001123553.1
PLD2	PLD2	PLD2	TRUE	NP_001230037.1	NP_002654.3
PLD3	PLD3	PLD3	TRUE	NP_001026866.1	NP_001026866.1
PLD4	PLD4	PLD4	TRUE	NP_001295103.1	NP_001295103.1
PLEC	PLEC	PLEC	TRUE	NP_000436.2;NP_958782.1;NP_958780.1;NP_958781.1;NP_958786.1	NP_000436.2;NP_958781.1;NP_958782.1;NP_958785.1;NP_958786.1;NP_958780.1
PLEK	PLEK	PLEK	TRUE	NP_002655.2	NP_002655.2
PLEKHA1	PLEKHA1	PLEKHA1	TRUE	NP_001001974.1	NP_001001974.1;NP_001317107.1
PLEKHA2	PLEKHA2	PLEKHA2	TRUE	NP_067636.1	NP_067636.1
PLEKHA3	PLEKHA3	PLEKHA3	TRUE	NP_061964.3	NP_061964.3
PLEKHA4	PLEKHA4	PLEKHA4	TRUE	NP_065955.2	NP_065955.2
PLEKHA5	PLEKHA5	PLEKHA5	TRUE	NP_061885.2;NP_001137293.2	NP_001137293.2;NP_061885.2;NP_001243399.1
PLEKHA6	PLEKHA6	PLEKHA6	TRUE	NP_055750.2	NP_055750.2
PLEKHA7	PLEKHA7	PLEKHA7	TRUE	NP_001316560.1;NP_001316559.1	NP_001316560.1;NP_001316559.1
PLEKHA8	PLEKHA8	PLEKHA8	TRUE	NP_001183955.1	NP_001183955.1
PLEKHB1	PLEKHB1	PLEKHB1	TRUE	NP_001123505.1	NP_001123505.1
PLEKHB2	PLEKHB2	PLEKHB2	TRUE	NA	NP_001094093.1
PLEKHF1	PLEKHF1	PLEKHF1	TRUE	NP_077286.3	NP_077286.3
PLEKHF2	PLEKHF2	PLEKHF2	TRUE	NP_078889.1	NP_078889.1
PLEKHG1	PLEKHG1	PLEKHG1	TRUE	NP_001025055.1	NP_001025055.1
PLEKHG2	PLEKHG2	PLEKHG2	TRUE	NP_073746.2	NP_073746.2
PLEKHG3	PLEKHG3	PLEKHG3	TRUE	NP_001295076.1	NP_001295076.1
PLEKHG5	PLEKHG5	PLEKHG5	TRUE	NA	NP_001036128.1
PLEKHJ1	PLEKHJ1	PLEKHJ1	TRUE	NP_060519.1	NP_060519.1
PLEKHM1	PLEKHM1	PLEKHM1	TRUE	NP_055613.1	NP_055613.1
PLEKHM2	PLEKHM2	PLEKHM2	TRUE	NP_055979.2	NP_055979.2
PLEKHM3	PLEKHM3	PLEKHM3	TRUE	NP_001073944.1	NP_001073944.1
PLEKHO1	PLEKHO1	PLEKHO1	TRUE	NP_057358.2	NP_057358.2
PLEKHO2	PLEKHO2	PLEKHO2	TRUE	NP_079477.2	NP_079477.2
PLG	PLG	PLG	TRUE	NP_000292.1	NP_000292.1
PLGRKT	PLGRKT	PLGRKT	TRUE	NP_060935.2	NP_060935.2
PLIN2	PLIN2	PLIN2	TRUE	NP_001113.2	NP_001113.2
PLIN3	PLIN3	PLIN3	TRUE	NP_005808.3	NP_001157666.1;NP_001157661.1
PLIN4	PLIN4	PLIN4	TRUE	NP_001073869.1	NP_001073869.1
PLLP	PLLP	PLLP	TRUE	NP_057077.1	NP_057077.1
PLOD1	PLOD1	PLOD1	TRUE	NP_001303249.1	NP_000293.2
PLOD2	PLOD2	PLOD2	TRUE	NP_891988.1	NP_891988.1;NP_000926.2
PLOD3	PLOD3	PLOD3	TRUE	NP_001075.1	NP_001075.1
PLP1	PLP1	PLP1	TRUE	NP_000524.3	NP_000524.3
PLP2	PLP2	PLP2	TRUE	NP_002659.1	NP_002659.1
PLPBP	PLPBP	PLPBP	TRUE	NP_009129.1	NP_009129.1
PLPP1	PLPP1	PLPP1	TRUE	NP_003702.2	NP_003702.2
PLPP3	PLPP3	PLPP3	TRUE	NP_003704.3	NP_003704.3
PLPP6	PLPP6	PLPP6	TRUE	NP_982278.3	NP_982278.3
PLPP7	PLPP7	PLPP7	TRUE	NA	NP_116117.3
PLPPR1	PLPPR1	PLPPR1	TRUE	NP_060223.2	NP_060223.2
PLPPR2	PLPPR2	PLPPR2	TRUE	NP_001164106.1	NP_001164106.1;NP_073574.2
PLPPR3	PLPPR3	PLPPR3	TRUE	NP_001257295.1	NP_001257295.1
PLPPR4	PLPPR4	PLPPR4	TRUE	NP_001159724.1	NP_001159724.1
PLRG1	PLRG1	PLRG1	TRUE	NP_002660.1	NP_002660.1
PLS1	PLS1	PLS1	TRUE	NP_001138791.1	NP_001138791.1
PLS3	PLS3	PLS3	TRUE	NP_001129497.1	NP_001129497.1;NP_001269266.1
PLSCR1	PLSCR1	PLSCR1	TRUE	NP_001350801.1	NP_001350801.1
PLSCR3	PLSCR3	PLSCR3	TRUE	NP_001188505.1	NP_001188505.1
PLSCR4	PLSCR4	PLSCR4	TRUE	NP_001121776.1	NP_001121776.1
PLTP	PLTP	PLTP	TRUE	NP_001229849.1	NP_006218.1
PLVAP	PLVAP	PLVAP	TRUE	NP_112600.1	NP_112600.1
PLXDC1	PLXDC1	PLXDC1	TRUE	NP_065138.2	NP_065138.2
PLXDC2	PLXDC2	PLXDC2	TRUE	NP_116201.7	NP_116201.7
PLXNA1	PLXNA1	PLXNA1	TRUE	NP_115618.3	NP_115618.3
PLXNA2	PLXNA2	PLXNA2	TRUE	NP_079455.3	NP_079455.3
PLXNA3	PLXNA3	PLXNA3	TRUE	NP_059984.3	NP_059984.3
PLXNA4	PLXNA4	PLXNA4	TRUE	NP_065962.1	NP_065962.1
PLXNB1	PLXNB1	PLXNB1	TRUE	NP_001123554.1	NP_001123554.1
PLXNB2	PLXNB2	PLXNB2	TRUE	NP_036533.2	NP_036533.2
PLXNB3	PLXNB3	PLXNB3	TRUE	NP_001156729.1	NP_001156729.1
PLXNC1	PLXNC1	PLXNC1	TRUE	NP_005752.1	NP_005752.1
PLXND1	PLXND1	PLXND1	TRUE	NP_055918.2	NP_055918.2
PM20D2	PM20D2	PM20D2	TRUE	NP_001010853.1	NP_001010853.1
PMF1	PMF1	PMF1	TRUE	NP_009152.2	NP_009152.2
PML	PML	PML	TRUE	NP_150241.2;NP_150252.1	NP_150241.2;NP_150252.1;NP_150249.1;NP_150253.2;NP_150243.2
PMM1	PMM1	PMM1	TRUE	NP_002667.2	NP_002667.2
PMM2	PMM2	PMM2	TRUE	NP_000294.1	NP_000294.1
PMP2	PMP2	PMP2	TRUE	NP_002668.1	NP_002668.1
PMPCA	PMPCA	PMPCA	TRUE	NP_055975.1	NP_055975.1
PMPCB	PMPCB	PMPCB	TRUE	NP_004270.2	NP_004270.2
PMS1	PMS1	PMS1	TRUE	NP_000525.1	NP_000525.1
PMS2	PMS2	PMS2	TRUE	NP_000526.2	NP_000526.2
PMVK	PMVK	PMVK	TRUE	NP_006547.1	NP_006547.1
PNCK	PNCK	PNCK	TRUE	NP_001034671.3	NP_001034671.3
PNISR	PNISR	PNISR	TRUE	NP_001309334.1	NP_001309334.1
PNKD	PNKD	PNKD	TRUE	NP_056303.3;NP_001070867.1	NP_001070867.1;NP_072094.1
PNKP	PNKP	PNKP	TRUE	NP_009185.2	NP_009185.2
PNMA1	PNMA1	PNMA1	TRUE	NP_006020.4	NP_006020.4
PNMA2	PNMA2	PNMA2	TRUE	NP_009188.1	NP_009188.1
PNMA3	PNMA3	PNMA3	TRUE	NP_037496.4	NP_001269464.1
PNMA8A	PNMA8A	PNMA8A	TRUE	NP_001096619.1	NP_060685.2
PNMA8B	PNMA8B	PNMA8B	TRUE	NP_065760.1	NP_065760.1
PNN	PNN	PNN	TRUE	NP_002678.2	NP_002678.2
PNO1	PNO1	PNO1	TRUE	NP_064528.1	NP_064528.1
PNOC	PNOC	PNOC	TRUE	NP_006219.1	NP_006219.1
PNP	PNP	PNP	TRUE	NP_000261.2	NP_000261.2
PNPLA2	PNPLA2	PNPLA2	TRUE	NP_065109.1	NP_065109.1
